unit_id,target_audience,grammar_focus,vocabulary_theme,total_words,word_urdu,word_roman,meaning_eng,grammatical_type,gender,root_origin,audio_slug,confusing_forms,sentence_urdu,sentence_roman,tokenized_sentence,distractors,translation
UNIT_01,Type A,Basic Letters & Sounds,Everyday Objects,20,دروازہ,darwaaza,door,Verb,M,Arabic,vocab_everydayobjects_darwaaza_11.mp3,دروازہوں|دروازہا,میں دروازہ استعمال کرتا ہوں۔,main darwaaza istemaal karta hoon.,میں:false|دروازہ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use door.
UNIT_01,Type A,Basic Letters & Sounds,Everyday Objects,20,کھڑکی,khirki,window,Verb,F,Hindi/Sanskrit,vocab_everydayobjects_khirki_12.mp3,کھڑکیوں|کھڑکیا,میں کھڑکی استعمال کرتا ہوں۔,main khirki istemaal karta hoon.,میں:false|کھڑکی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use window.
UNIT_01,Type A,Basic Letters & Sounds,Everyday Objects,20,پنکھا,pankha,fan,Adverb,M,Arabic,vocab_everydayobjects_pankha_13.mp3,پنکھاوں|پنکھاا,میں پنکھا استعمال کرتا ہوں۔,main pankha istemaal karta hoon.,میں:false|پنکھا:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use fan.
UNIT_01,Type A,Basic Letters & Sounds,Everyday Objects,20,بتی,batti,light,Noun,F,English,vocab_everydayobjects_batti_14.mp3,بتیوں|بتیا,میں بتی استعمال کرتا ہوں۔,main batti istemaal karta hoon.,میں:false|بتی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use light.
UNIT_01,Type A,Basic Letters & Sounds,Everyday Objects,20,گھڑی,gharhi,clock,Adjective,M,English,vocab_everydayobjects_gharhi_15.mp3,گھڑیوں|گھڑیا,میں گھڑی استعمال کرتا ہوں۔,main gharhi istemaal karta hoon.,میں:false|گھڑی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use clock.
UNIT_01,Type A,Basic Letters & Sounds,Everyday Objects,20,پانی,paani,water,Adverb,M,Hindi/Sanskrit,vocab_everydayobjects_paani_16.mp3,پانیوں|پانیا,میں پانی استعمال کرتا ہوں۔,main paani istemaal karta hoon.,میں:false|پانی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use water.
UNIT_01,Type A,Basic Letters & Sounds,Everyday Objects,20,جوتا,joota,shoe,Noun,F,English,vocab_everydayobjects_joota_17.mp3,جوتاوں|جوتاا,میں جوتا استعمال کرتا ہوں۔,main joota istemaal karta hoon.,میں:false|جوتا:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use shoe.
UNIT_01,Type A,Basic Letters & Sounds,Everyday Objects,20,کپڑے,kapray,clothes,Noun,M,Arabic,vocab_everydayobjects_kapray_18.mp3,کپڑےوں|کپڑےا,میں کپڑے استعمال کرتا ہوں۔,main kapray istemaal karta hoon.,میں:false|کپڑے:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use clothes.
UNIT_01,Type A,Basic Letters & Sounds,Everyday Objects,20,بستر,bistar,bed,Adverb,F,Persian,vocab_everydayobjects_bistar_19.mp3,بستروں|بسترا,میں بستر استعمال کرتا ہوں۔,main bistar istemaal karta hoon.,میں:false|بستر:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use bed.
UNIT_01,Type A,Basic Letters & Sounds,Everyday Objects,20,صابن,saabun,soap,Verb,F,Arabic,vocab_everydayobjects_saabun_20.mp3,صابنوں|صابنا,میں صابن استعمال کرتا ہوں۔,main saabun istemaal karta hoon.,میں:false|صابن:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use soap.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,سرخ,surkh,red,Adverb,F,Arabic,vocab_colors_surkh_01.mp3,سرخوں|سرخا,میں سرخ استعمال کرتا ہوں۔,main surkh istemaal karta hoon.,میں:false|سرخ:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use red.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,نیلا,neela,blue,Adverb,F,English,vocab_colors_neela_02.mp3,نیلاوں|نیلاا,میں نیلا استعمال کرتا ہوں۔,main neela istemaal karta hoon.,میں:false|نیلا:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use blue.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,سبز,sabz,green,Adjective,M,Arabic,vocab_colors_sabz_03.mp3,سبزوں|سبزا,میں سبز استعمال کرتا ہوں۔,main sabz istemaal karta hoon.,میں:false|سبز:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use green.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,پیلا,peela,yellow,Noun,F,Arabic,vocab_colors_peela_04.mp3,پیلاوں|پیلاا,میں پیلا استعمال کرتا ہوں۔,main peela istemaal karta hoon.,میں:false|پیلا:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use yellow.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,سفید,safaid,white,Adjective,F,Arabic,vocab_colors_safaid_05.mp3,سفیدوں|سفیدا,میں سفید استعمال کرتا ہوں۔,main safaid istemaal karta hoon.,میں:false|سفید:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use white.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,کالا,kaala,black,Noun,F,Persian,vocab_colors_kaala_06.mp3,کالاوں|کالاا,میں کالا استعمال کرتا ہوں۔,main kaala istemaal karta hoon.,میں:false|کالا:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use black.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,بھورا,bhoora,brown,Verb,M,Persian,vocab_colors_bhoora_07.mp3,بھوراوں|بھوراا,میں بھورا استعمال کرتا ہوں۔,main bhoora istemaal karta hoon.,میں:false|بھورا:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use brown.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,گلابی,gulaabi,pink,Adjective,F,Arabic,vocab_colors_gulaabi_08.mp3,گلابیوں|گلابیا,میں گلابی استعمال کرتا ہوں۔,main gulaabi istemaal karta hoon.,میں:false|گلابی:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use pink.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,نارنجی,naaranji,orange,Verb,M,Hindi/Sanskrit,vocab_colors_naaranji_09.mp3,نارنجیوں|نارنجیا,میں نارنجی استعمال کرتا ہوں۔,main naaranji istemaal karta hoon.,میں:false|نارنجی:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use orange.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,جامنی,jaamni,purple,Adverb,F,English,vocab_colors_jaamni_10.mp3,جامنیوں|جامنیا,میں جامنی استعمال کرتا ہوں۔,main jaamni istemaal karta hoon.,میں:false|جامنی:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use purple.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,خاکی,khaaki,khaki,Verb,F,Persian,vocab_colors_khaaki_11.mp3,خاکیوں|خاکیا,میں خاکی استعمال کرتا ہوں۔,main khaaki istemaal karta hoon.,میں:false|خاکی:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use khaki.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,گرے,grey,grey,Adjective,M,Arabic,vocab_colors_grey_12.mp3,گرےوں|گرےا,میں گرے استعمال کرتا ہوں۔,main grey istemaal karta hoon.,میں:false|گرے:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use grey.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,رنگین,rangeen,colorful,Verb,F,English,vocab_colors_rangeen_13.mp3,رنگینوں|رنگینا,میں رنگین استعمال کرتا ہوں۔,main rangeen istemaal karta hoon.,میں:false|رنگین:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use colorful.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,روشن,raushan,bright,Verb,F,Hindi/Sanskrit,vocab_colors_raushan_14.mp3,روشنوں|روشنا,میں روشن استعمال کرتا ہوں۔,main raushan istemaal karta hoon.,میں:false|روشن:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use bright.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,گہرا,gehra,dark,Verb,M,Hindi/Sanskrit,vocab_colors_gehra_15.mp3,گہراوں|گہراا,میں گہرا استعمال کرتا ہوں۔,main gehra istemaal karta hoon.,میں:false|گہرا:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use dark.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,ہلکا,halka,light,Adverb,M,English,vocab_colors_halka_16.mp3,ہلکاوں|ہلکاا,میں ہلکا استعمال کرتا ہوں۔,main halka istemaal karta hoon.,میں:false|ہلکا:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use light.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,رنگ,rang,color,Noun,M,Persian,vocab_colors_rang_17.mp3,رنگوں|رنگا,میں رنگ استعمال کرتا ہوں۔,main rang istemaal karta hoon.,میں:false|رنگ:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use color.
UNIT_02,Type A,Zabar Zer Pesh,Colors,18,چمکدار,chamakdaar,shiny,Adjective,F,Persian,vocab_colors_chamakdaar_18.mp3,چمکداروں|چمکدارا,میں چمکدار استعمال کرتا ہوں۔,main chamakdaar istemaal karta hoon.,میں:false|چمکدار:true|استعمال:false|کرتا:false|ہوں۔:false,سرخ|نیلا|سبز,I use shiny.
UNIT_03,Type A,Simple Nouns,Animals,22,بلی,billi,cat,Adjective,M,Hindi/Sanskrit,vocab_animals_billi_01.mp3,بلیوں|بلیا,میں بلی استعمال کرتا ہوں۔,main billi istemaal karta hoon.,میں:false|بلی:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use cat.
UNIT_03,Type A,Simple Nouns,Animals,22,کتا,kutta,dog,Verb,F,Hindi/Sanskrit,vocab_animals_kutta_02.mp3,کتاوں|کتاا,میں کتا استعمال کرتا ہوں۔,main kutta istemaal karta hoon.,میں:false|کتا:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use dog.
UNIT_03,Type A,Simple Nouns,Animals,22,گھوڑا,ghora,horse,Adverb,F,English,vocab_animals_ghora_03.mp3,گھوڑاوں|گھوڑاا,میں گھوڑا استعمال کرتا ہوں۔,main ghora istemaal karta hoon.,میں:false|گھوڑا:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use horse.
UNIT_03,Type A,Simple Nouns,Animals,22,گائے,gaaye,cow,Noun,F,Arabic,vocab_animals_gaaye_04.mp3,گائےوں|گائےا,میں گائے استعمال کرتا ہوں۔,main gaaye istemaal karta hoon.,میں:false|گائے:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use cow.
UNIT_03,Type A,Simple Nouns,Animals,22,بکری,bakri,goat,Verb,M,Hindi/Sanskrit,vocab_animals_bakri_05.mp3,بکریوں|بکریا,میں بکری استعمال کرتا ہوں۔,main bakri istemaal karta hoon.,میں:false|بکری:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use goat.
UNIT_03,Type A,Simple Nouns,Animals,22,بھیڑ,bhayr,sheep,Verb,M,Persian,vocab_animals_bhayr_06.mp3,بھیڑوں|بھیڑا,میں بھیڑ استعمال کرتا ہوں۔,main bhayr istemaal karta hoon.,میں:false|بھیڑ:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use sheep.
UNIT_03,Type A,Simple Nouns,Animals,22,مرغی,murghi,hen,Adverb,F,Hindi/Sanskrit,vocab_animals_murghi_07.mp3,مرغیوں|مرغیا,میں مرغی استعمال کرتا ہوں۔,main murghi istemaal karta hoon.,میں:false|مرغی:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use hen.
UNIT_03,Type A,Simple Nouns,Animals,22,شیر,sher,lion,Adverb,F,Persian,vocab_animals_sher_08.mp3,شیروں|شیرا,میں شیر استعمال کرتا ہوں۔,main sher istemaal karta hoon.,میں:false|شیر:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use lion.
UNIT_03,Type A,Simple Nouns,Animals,22,ہاتھی,haathi,elephant,Adjective,M,English,vocab_animals_haathi_09.mp3,ہاتھیوں|ہاتھیا,میں ہاتھی استعمال کرتا ہوں۔,main haathi istemaal karta hoon.,میں:false|ہاتھی:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use elephant.
UNIT_03,Type A,Simple Nouns,Animals,22,بندر,bandar,monkey,Adjective,M,English,vocab_animals_bandar_10.mp3,بندروں|بندرا,میں بندر استعمال کرتا ہوں۔,main bandar istemaal karta hoon.,میں:false|بندر:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use monkey.
UNIT_03,Type A,Simple Nouns,Animals,22,چوہا,chuha,mouse,Adverb,F,English,vocab_animals_chuha_11.mp3,چوہاوں|چوہاا,میں چوہا استعمال کرتا ہوں۔,main chuha istemaal karta hoon.,میں:false|چوہا:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use mouse.
UNIT_03,Type A,Simple Nouns,Animals,22,پرندہ,parinda,bird,Adjective,M,Hindi/Sanskrit,vocab_animals_parinda_12.mp3,پرندہوں|پرندہا,میں پرندہ استعمال کرتا ہوں۔,main parinda istemaal karta hoon.,میں:false|پرندہ:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use bird.
UNIT_03,Type A,Simple Nouns,Animals,22,مچھلی,machhli,fish,Noun,F,Hindi/Sanskrit,vocab_animals_machhli_13.mp3,مچھلیوں|مچھلیا,میں مچھلی استعمال کرتا ہوں۔,main machhli istemaal karta hoon.,میں:false|مچھلی:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use fish.
UNIT_03,Type A,Simple Nouns,Animals,22,سانپ,saanp,snake,Verb,F,Hindi/Sanskrit,vocab_animals_saanp_14.mp3,سانپوں|سانپا,میں سانپ استعمال کرتا ہوں۔,main saanp istemaal karta hoon.,میں:false|سانپ:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use snake.
UNIT_03,Type A,Simple Nouns,Animals,22,کبوتر,kabootar,pigeon,Verb,M,Arabic,vocab_animals_kabootar_15.mp3,کبوتروں|کبوترا,میں کبوتر استعمال کرتا ہوں۔,main kabootar istemaal karta hoon.,میں:false|کبوتر:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use pigeon.
UNIT_03,Type A,Simple Nouns,Animals,22,طوطا,tota,parrot,Noun,M,Hindi/Sanskrit,vocab_animals_tota_16.mp3,طوطاوں|طوطاا,میں طوطا استعمال کرتا ہوں۔,main tota istemaal karta hoon.,میں:false|طوطا:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use parrot.
UNIT_03,Type A,Simple Nouns,Animals,22,چیونٹی,cheenti,ant,Noun,M,Hindi/Sanskrit,vocab_animals_cheenti_17.mp3,چیونٹیوں|چیونٹیا,میں چیونٹی استعمال کرتا ہوں۔,main cheenti istemaal karta hoon.,میں:false|چیونٹی:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use ant.
UNIT_03,Type A,Simple Nouns,Animals,22,مکھی,makkhi,fly,Noun,F,Arabic,vocab_animals_makkhi_18.mp3,مکھیوں|مکھیا,میں مکھی استعمال کرتا ہوں۔,main makkhi istemaal karta hoon.,میں:false|مکھی:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use fly.
UNIT_03,Type A,Simple Nouns,Animals,22,مکڑی,makri,spider,Adverb,M,Arabic,vocab_animals_makri_19.mp3,مکڑیوں|مکڑیا,میں مکڑی استعمال کرتا ہوں۔,main makri istemaal karta hoon.,میں:false|مکڑی:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use spider.
UNIT_03,Type A,Simple Nouns,Animals,22,تتلی,titli,butterfly,Adjective,F,Arabic,vocab_animals_titli_20.mp3,تتلیوں|تتلیا,میں تتلی استعمال کرتا ہوں۔,main titli istemaal karta hoon.,میں:false|تتلی:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use butterfly.
UNIT_03,Type A,Simple Nouns,Animals,22,بھینس,bhains,buffalo,Noun,F,Arabic,vocab_animals_bhains_21.mp3,بھینسوں|بھینسا,میں بھینس استعمال کرتا ہوں۔,main bhains istemaal karta hoon.,میں:false|بھینس:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use buffalo.
UNIT_03,Type A,Simple Nouns,Animals,22,اونٹ,oont,camel,Adjective,M,Persian,vocab_animals_oont_22.mp3,اونٹوں|اونٹا,میں اونٹ استعمال کرتا ہوں۔,main oont istemaal karta hoon.,میں:false|اونٹ:true|استعمال:false|کرتا:false|ہوں۔:false,بلی|کتا|گھوڑا,I use camel.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,اٹھنا,uthna,wake up,Adverb,M,English,vocab_dailyroutine_uthna_01.mp3,اٹھناوں|اٹھناا,میں اٹھنا استعمال کرتا ہوں۔,main uthna istemaal karta hoon.,میں:false|اٹھنا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use wake up.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,نہانا,nahana,bathe,Verb,M,Persian,vocab_dailyroutine_nahana_02.mp3,نہاناوں|نہاناا,میں نہانا استعمال کرتا ہوں۔,main nahana istemaal karta hoon.,میں:false|نہانا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use bathe.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,کھانا,khana,eat,Verb,F,Hindi/Sanskrit,vocab_dailyroutine_khana_03.mp3,کھاناوں|کھاناا,میں کھانا استعمال کرتا ہوں۔,main khana istemaal karta hoon.,میں:false|کھانا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use eat.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,پڑھنا,parhna,read,Verb,M,Arabic,vocab_dailyroutine_parhna_04.mp3,پڑھناوں|پڑھناا,میں پڑھنا استعمال کرتا ہوں۔,main parhna istemaal karta hoon.,میں:false|پڑھنا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use read.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,سونا,sona,sleep,Adverb,M,English,vocab_dailyroutine_sona_05.mp3,سوناوں|سوناا,میں سونا استعمال کرتا ہوں۔,main sona istemaal karta hoon.,میں:false|سونا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use sleep.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,پینا,peena,drink,Adverb,M,Hindi/Sanskrit,vocab_dailyroutine_peena_06.mp3,پیناوں|پیناا,میں پینا استعمال کرتا ہوں۔,main peena istemaal karta hoon.,میں:false|پینا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use drink.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,لکھنا,likhna,write,Noun,M,Hindi/Sanskrit,vocab_dailyroutine_likhna_07.mp3,لکھناوں|لکھناا,میں لکھنا استعمال کرتا ہوں۔,main likhna istemaal karta hoon.,میں:false|لکھنا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use write.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,چلنا,chalna,walk,Adjective,M,Hindi/Sanskrit,vocab_dailyroutine_chalna_08.mp3,چلناوں|چلناا,میں چلنا استعمال کرتا ہوں۔,main chalna istemaal karta hoon.,میں:false|چلنا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use walk.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,بولنا,bolna,speak,Adjective,F,English,vocab_dailyroutine_bolna_09.mp3,بولناوں|بولناا,میں بولنا استعمال کرتا ہوں۔,main bolna istemaal karta hoon.,میں:false|بولنا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use speak.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,سننا,sunna,listen,Adverb,F,English,vocab_dailyroutine_sunna_10.mp3,سنناوں|سنناا,میں سننا استعمال کرتا ہوں۔,main sunna istemaal karta hoon.,میں:false|سننا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use listen.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,دیکھنا,daikhna,see,Adjective,M,English,vocab_dailyroutine_daikhna_11.mp3,دیکھناوں|دیکھناا,میں دیکھنا استعمال کرتا ہوں۔,main daikhna istemaal karta hoon.,میں:false|دیکھنا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use see.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,کھیلنا,khailna,play,Verb,M,Arabic,vocab_dailyroutine_khailna_12.mp3,کھیلناوں|کھیلناا,میں کھیلنا استعمال کرتا ہوں۔,main khailna istemaal karta hoon.,میں:false|کھیلنا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use play.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,کام کرنا,kaam karna,work,Noun,F,Hindi/Sanskrit,vocab_dailyroutine_kaam karna_13.mp3,کام کرناوں|کام کرناا,میں کام کرنا استعمال کرتا ہوں۔,main kaam karna istemaal karta hoon.,میں:false|کام کرنا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use work.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,پہننا,pehenna,wear,Adverb,F,Persian,vocab_dailyroutine_pehenna_14.mp3,پہنناوں|پہنناا,میں پہننا استعمال کرتا ہوں۔,main pehenna istemaal karta hoon.,میں:false|پہننا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use wear.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,اتارنا,utaarna,remove,Verb,F,Arabic,vocab_dailyroutine_utaarna_15.mp3,اتارناوں|اتارناا,میں اتارنا استعمال کرتا ہوں۔,main utaarna istemaal karta hoon.,میں:false|اتارنا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use remove.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,بیٹھنا,baithna,sit,Adjective,F,Arabic,vocab_dailyroutine_baithna_16.mp3,بیٹھناوں|بیٹھناا,میں بیٹھنا استعمال کرتا ہوں۔,main baithna istemaal karta hoon.,میں:false|بیٹھنا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use sit.
UNIT_04,Type A,Basic Verbs,Daily Routine,25,کھڑا ہونا,khara hona,stand,Adverb,M,English,vocab_dailyroutine_khara hona_17.mp3,کھڑا ہوناوں|کھڑا ہوناا,میں کھڑا ہونا استعمال کرتا ہوں۔,main khara hona istemaal karta hoon.,میں:false|کھڑا ہونا:true|استعمال:false|کرتا:false|ہوں۔:false,اٹھنا|نہانا|کھانا,I use stand.
